userAlias,userLocation,formattedDateAndTime,voteCount,id,userIdentifier,hasProfilePicture,voteRating,dateCreated,message
Mikka_,"aus, Australia",37 minutes ago,33,1215193171,1499610615350967,False,31,2023-11-20T12:29:14.232Z,"I'm sure her accountants told her it would be fine and let them do some creative accounting to save her tax $$  But unfortunately she got caught  I wouldn't say she is innocent, because who would WILLINGLY pay 6.4 million in fines if they were innocent, you would want to clear your name no?  At the end of the day she was never going to jail, the government is happy they got their money, win win situation"
solosolo,"Steyning, United Kingdom",38 minutes ago,10,1215193139,1500841437069566,False,2,2023-11-20T12:29:02.981Z,"Isn't this an old story as I'm fairly sure I have read it in the DM a while ago, however, where is the money that she is paying back going to end up?"
grinds_my_gears,"behind you, United Kingdom",38 minutes ago,25,1215193065,1700066292220692,False,25,2023-11-20T12:28:35.252Z,You think the rich are rich because they pay tax? Her only mistake was having a poor accountant.
harry hart,"Worcestershire, United Kingdom",38 minutes ago,14,1215193053,4234225,False,14,2023-11-20T12:28:28.494Z,Next time I'm up before the beak I think I might try wearing a pink outfit and blowing kisses.
JoshGroban,"Bournemouth, United Kingdom",32 minutes ago,2,1215194053,1567329490417341,False,0,2023-11-20T12:34:36.230Z,Nah mate you'd look silly in 6 inch heels..
ScummerRishi,"Somerset, United Kingdom",38 minutes ago,25,1215193025,1584945400112832,False,-9,2023-11-20T12:28:15.311Z,Nowhere near as rich as the Sunaks. Despite having actually worked for her money.
PeteMUFC2021,"London, United Kingdom",35 minutes ago,0,1215193583,1628450366839872,False,0,2023-11-20T12:31:47.056Z,Tool
couldntcare,"upper ducks bottom, United Kingdom",38 minutes ago,34,1215193023,1388918468456861,False,28,2023-11-20T12:28:15.070Z,You dont hand over 20M plus if you are innocent
Williamst142,"Cambridge, United Kingdom",39 minutes ago,28,1215192951,1363855983226191,False,26,2023-11-20T12:27:56.139Z,So you can pay your way out any crime. Lesson sent to everyone 
Ian Edwards,"nottingham, United Kingdom",39 minutes ago,17,1215192949,1378470301578471,False,17,2023-11-20T12:27:53.287Z,"The rich have no qualms about dodging taxes ,they dont think they have to pay towards hospitals, police,schools, ect ,should be double so they know its going to cost more than if they paid in the first place "
Bealfie,"Croydon, United Kingdom",39 minutes ago,6,1215192855,1648195356028592,False,6,2023-11-20T12:27:15.860Z,Ime just going to pay my 15 million tax it's only money.
harry hart,"Worcestershire, United Kingdom",40 minutes ago,16,1215192833,4234225,False,14,2023-11-20T12:27:07.891Z,"It sounds like that Scottish politician who told a bunch of lies about his ipad use, purely to protect his children from publicity."
FallenOne,"Lincolnshire, United Kingdom",40 minutes ago,12,1215192817,1362914496010672,False,12,2023-11-20T12:27:03.746Z,"Shiuld have paid up then, we all have to pay our taxes so why do the rich think they can get away woth it?!!"
Albo,"Anytown, United Kingdom",40 minutes ago,15,1215192747,6347793,False,15,2023-11-20T12:26:33.338Z,She's worth 240m. This is just a drop in the ocean. Money talks.
Sanmi Falae,"Lagos, Nigeria",40 minutes ago,5,1215192733,1423899425113943,False,-3,2023-11-20T12:26:30.541Z,Further Western Europe is GLORIFIED FIRST WORLD. Could and WILL not survive without colonial connections.
Steve M,"SE London, United Kingdom",40 minutes ago,17,1215192723,3945069,False,17,2023-11-20T12:26:27.492Z,"She swerves jail. Yes, the rich & famous usually do when it comes to taxes. Money talks !"
Pelrub,"London, United Kingdom",40 minutes ago,7,1215192715,1487702522349576,False,5,2023-11-20T12:26:25.501Z,Not quite the angel her PR team paints her out to be then. 
Luke,Portsmouth,41 minutes ago,5,1215192661,5721119,False,5,2023-11-20T12:25:59.192Z,Seems like only her hips didn't lie
Gus Soltic,"Fort Lauderdale, United States",41 minutes ago,12,1215192627,1663012726608902,False,-4,2023-11-20T12:25:46.447Z,Another witch hunt.
ScummerRishi,"Somerset, United Kingdom",41 minutes ago,11,1215192601,1584945400112832,False,11,2023-11-20T12:25:36.804Z,Meanwhile Mrs S gets away with it here because her husband makes the rules.
Paul,"Lincolnshire, United Kingdom",41 minutes ago,4,1215192595,6055733,False,4,2023-11-20T12:25:34.820Z,"As usual in the EU, money talks."
couldntcare,"upper ducks bottom, United Kingdom",42 minutes ago,25,1215192389,1388918468456861,False,23,2023-11-20T12:24:23.533Z,Are you telling me if you're super rich you can buy your way out of trouble?
Catherine94,"New England , United States",41 minutes ago,6,1215192587,1700344943695042,False,6,2023-11-20T12:25:34.167Z,Sickening isn't it?
logman,"Buy British Be Proud, United Kingdom",43 minutes ago,27,1215192315,5943526,False,21,2023-11-20T12:23:58.207Z,Get inside for 6 years and make her pay 100 million. That will stop the rest of these wokers evading tax.
Kentish Lad,Hampshire,43 minutes ago,22,1215192287,6136218,False,22,2023-11-20T12:23:53.761Z,Am I the only one paying my fair share of tax?? 
ActualKnowledge98,"Nottinghamshire , United Kingdom",43 minutes ago,12,1215192213,1631016473162662,False,8,2023-11-20T12:23:23.005Z,Good lost loads of respect for her doing this it's pure greed. 
Nijack,"Wherever, United Kingdom",43 minutes ago,17,1215192203,2050041,False,17,2023-11-20T12:23:17.646Z,"How many other high earning, high profile people, with nomad lifestyles are avoiding tax. "
The Moustache,"Palma, Spain",40 minutes ago,3,1215192765,1606297567173462,False,3,2023-11-20T12:26:38.334Z,Most of them.
redsontour,lagos,44 minutes ago,24,1215192147,5597698,False,24,2023-11-20T12:22:54.293Z,"When you're worth over $300m, I am sure you wont lose that much sleep over a payment of approx. $20m. She'll have earnt that in interest since all this started."
Yahyou,"Chelt, United Kingdom",44 minutes ago,29,1215192119,1673437142546311,False,27,2023-11-20T12:22:39.010Z,Throw her in jail..if that was any other working person we'd be in jail..
Bungalow Ballz,"Mumbai, Iceland",44 minutes ago,20,1215192101,1680625124124282,False,20,2023-11-20T12:22:31.619Z,A drop in the bucket for her. She is lucky she can buy her way out of jail. Most everyone else would be rotting in prison.
pangiec,"Norwich, United Kingdom",45 minutes ago,32,1215191943,1568832870895142,False,30,2023-11-20T12:21:37.629Z,Any normal person... prison
geordieL,"England, United Kingdom",46 minutes ago,20,1215191807,1423257862779642,False,16,2023-11-20T12:20:58.732Z,Spanish courts chasing tax only when it suits them
Home James,"Chester, United Kingdom",46 minutes ago,34,1215191755,1620801978618321,False,32,2023-11-20T12:20:48.165Z,"You don't pay 6.4M if you're innocent, irrespective of your kid's feelings. "
BeaverRat,"Beverley, United Kingdom",42 minutes ago,6,1215192355,1641984999924361,False,4,2023-11-20T12:24:09.559Z,If you have 10 million then no you wouldn't but if you're worth 240 million then you probably would as she'll still have 230 million.
polecats,"England, United Kingdom",46 minutes ago,21,1215191743,1697189092549682,False,11,2023-11-20T12:20:45.193Z,Set an example of her- throw her in jail!
epistaxis vye,"Bloomingdale , United Kingdom",41 minutes ago,1,1215192607,1536087288808001,False,1,2023-11-20T12:25:39.628Z,"You obviously have no idea of Spanish tax laws, they care not as long as they get the revenue, she will have known all along there would be no prison term to serve."
Bealfie,"Croydon, United Kingdom",46 minutes ago,14,1215191715,1648195356028592,False,12,2023-11-20T12:20:31.664Z,About 3 months interest on her wealth.
EastSussexSaint,"Saint Leonards on sea, United Kingdom",46 minutes ago,31,1215191685,1683565711843192,False,29,2023-11-20T12:20:13.431Z,The rich buying their way out of prison as usual.
edcool,"essex, United Kingdom",47 minutes ago,20,1215191633,1637846798006842,False,16,2023-11-20T12:19:55.584Z,"i only read the comments, the articles are full of spelling mistakes and bad grammar"
The Crystal Ball,"Manchester, United Kingdom",47 minutes ago,14,1215191601,5113162,False,14,2023-11-20T12:19:45.402Z,Right thats Shakira out of the way ... Next up Barcelona FC !!!!!!!!!!!!!!!!!!!!!
Gerard Dean,"Benidorm, Spain",48 minutes ago,23,1215191481,1426264354375331,False,21,2023-11-20T12:19:04.315Z,"How much money do these people need, take about greed !"
Thelondongeeza346,"Hogwarts, United Kingdom",48 minutes ago,11,1215191341,1669905257740171,False,3,2023-11-20T12:18:13.368Z,I wonder if Shakira is in the comments section 
The Moustache,"Palma, Spain",39 minutes ago,1,1215192933,1606297567173462,False,1,2023-11-20T12:27:45.163Z,"I'm Shakira, and so's my wife!"
Suzymay,"Gloucester, United Kingdom",48 minutes ago,13,1215191339,1574671199722881,False,13,2023-11-20T12:18:11.822Z,Why Oh why have we started getting more & more irrelevant adverts in these TH Articles - they are a pain
Ginge20002,"Blaydon-on-Tyne, United Kingdom",48 minutes ago,6,1215191423,1615028431787752,False,-6,2023-11-20T12:18:44.509Z,I bet you're fun to be around 
Ginge20002,"Blaydon-on-Tyne, United Kingdom",46 minutes ago,9,1215191837,1615028431787752,False,9,2023-11-20T12:21:05.573Z,"I wish people would stop thinking that just because someone is a ' superstar '  that they should be idolised. They're often awful, awful people. Namely this one in the article. "
FearAndLoathing,"Glasgow, United Kingdom",48 minutes ago,17,1215191323,1451935503475664,False,15,2023-11-20T12:18:08.960Z,Will never happen in the UK....they only go after tv licence and benefit overpayments - to a certain amount at that.
Mr Sanderson,"Harrogate, United Kingdom",49 minutes ago,5,1215191241,1557920630996132,False,-3,2023-11-20T12:17:41.236Z,She needs to get an onlyfans account to help raise funds.
juliebulie3074,"Cardiff , United Kingdom",48 minutes ago,13,1215191343,1672946067595202,False,11,2023-11-20T12:18:14.766Z,She's worth 240 million. She doesn't need an only fans. 
MyFourPennyworth,"Living In Hope and not Woke, United Kingdom",49 minutes ago,21,1215191209,1384873505887442,True,21,2023-11-20T12:17:28.486Z,That will be guilty then
pipkin,"Blackpool, United Kingdom",49 minutes ago,36,1215191171,1436602655909002,False,-10,2023-11-20T12:17:18.189Z,All The haters on here in the food bank queues  She pays more tax in a year than you all pay in several lifetimes    Jealousy is a bad trait
The Phantom Tippler,"Rose and Crown, United Kingdom",8 minutes ago,0,1215198281,1567329514158351,False,0,2023-11-20T12:58:40.048Z,You silly b..oll..ocks
Angel-Lady,"ELY, United Kingdom",50 minutes ago,18,1215191081,1622546454377552,False,16,2023-11-20T12:16:48.772Z,"Too many loopholes in the laws for accountants to find and be paid well for finding them.  People do not want to be millionairs anymore they want to be billionairs, and they look down on the people paying for them to be."
Chimney Cat,"London, United Kingdom",50 minutes ago,12,1215190997,1678028112727922,False,-12,2023-11-20T12:16:22.440Z,"Outrageous decision that is clearly another indication of the patriarchial system. I have started a crowd funding site to help pay, it is the least she deserves"
T2000,"Worthing, United Kingdom",35 minutes ago,2,1215193607,1495195315333507,False,0,2023-11-20T12:31:51.756Z,I really hope your being sarcastic!
Aero1962,"Ayr, United Kingdom",50 minutes ago,11,1215190993,1588876731646791,False,9,2023-11-20T12:16:20.569Z,Her accountant needs further training...!!!
Teliffant,"Carmarthen, United Kingdom",51 minutes ago,6,1215190941,1378287871541891,False,6,2023-11-20T12:16:01.640Z,"It's amazing, I've just had a letter from the HMRC advising me my tax code is changing so that I pay the tax earned from savings, hardly a kings ransom, interesting to see how much he paid "
Aero1962,"Ayr, United Kingdom",50 minutes ago,4,1215191091,1588876731646791,False,2,2023-11-20T12:16:54.002Z,She.!!.
Ian A.Hugh -Pratt,"Tory MP, United Kingdom",51 minutes ago,16,1215190933,1698512584372182,False,-10,2023-11-20T12:16:00.089Z,Yet more dreadful Brexit news. Tired of WINNING yet?
Justaserf,"Somewhere, United Kingdom",40 minutes ago,0,1215192721,1631907451407312,False,0,2023-11-20T12:26:27.043Z,Should have coughed up when the tax was due and avoided getting a tarnished reputation.
Rashfords Shneb,"GLAZERS IN_RACHEL IN, Isle Of Man",19 minutes ago,0,1215196133,1694936192068302,False,0,2023-11-20T12:47:18.928Z,Why is WINNING in CAPITALS? Eh Alice...
daviddavisher,"Greenfields, United Kingdom",51 minutes ago,9,1215190919,1660927752603531,False,9,2023-11-20T12:15:54.027Z,"IRS now charging 8% on unpaid tax, so this could sink her further. Of course Hunter B who owes millions may continue to get a free pass."
artboy55,"edison, United States",51 minutes ago,10,1215190903,1374665558979851,False,10,2023-11-20T12:15:50.218Z,Worth $300 million. Won't even feel it. Next....
frankandgeorgedoDM,"london, United Kingdom",51 minutes ago,14,1215190867,1417200482790241,False,8,2023-11-20T12:15:39.688Z,He hips dont lie but her lips certainly do!
happytobeanexnurse,"Bedford, United Kingdom",51 minutes ago,8,1215190855,1479974762035577,False,8,2023-11-20T12:15:36.433Z,Amazing how money can open every door.
Hugh Janous,"Kalamazoo MI, United States",51 minutes ago,6,1215190823,1513095005000841,False,6,2023-11-20T12:15:21.191Z,"Never heard of her, I should get out more."
Rosstifarian,"Northampton, United Kingdom",51 minutes ago,15,1215190799,1368785119907671,False,7,2023-11-20T12:15:17.345Z,"Her hips don't lie, but her lips do."
juliebulie3074,"Cardiff , United Kingdom",51 minutes ago,3,1215190791,1672946067595202,False,3,2023-11-20T12:15:13.523Z,Oh dear! 
Hyde101,"Dublin, Ireland",51 minutes ago,5,1215190781,1673733670685202,False,1,2023-11-20T12:15:12.438Z,Couldn't happen to a nicer person
neversay_never,"east coast, United States",51 minutes ago,3,1215190775,1617380598061011,False,3,2023-11-20T12:15:12.073Z,Sure looks comfortable lying like this gives pause
Diverdoc,"Otley, United Kingdom",52 minutes ago,7,1215190755,5581005,False,7,2023-11-20T12:15:05.250Z,One rule for the rich...
Bladderslack,"Third Rock From The Sun, United Kingdom",52 minutes ago,20,1215190739,1503932866114797,False,20,2023-11-20T12:15:00.939Z,Amazing how the rich can buy themselves out of jail. Just like Bernie Ecclestone.
gr8mascot,"london, United Kingdom",53 minutes ago,21,1215190533,1591786770671312,False,11,2023-11-20T12:13:39.176Z,"This tax that she has evaded should have gone for the benefit of the Spanish people. In effect, she has stolen from them "
Locasta,"Somewhere, Ã…land Islands",51 minutes ago,4,1215190945,4089605,False,2,2023-11-20T12:16:04.809Z,Politicians do it  much worse and it goes to their pockets.
pannick,"Chantilly, France",53 minutes ago,30,1215190521,1536415220526232,False,28,2023-11-20T12:13:33.662Z,"So much money, such a lavish life style but basically dishonest. All rather scandalous and sad."
F Rightoff,"None Of Your Business, United Kingdom",53 minutes ago,7,1215190491,5543389,False,7,2023-11-20T12:13:20.321Z,Lucky my account is huge not humble...
Mrs Craig,"Liverpool, United Kingdom",53 minutes ago,8,1215190481,1421612808960711,False,6,2023-11-20T12:13:15.606Z,Why is this top news?
pebbles1,"NotquiteXanadu, United Kingdom",54 minutes ago,28,1215190435,1396078321433952,False,26,2023-11-20T12:12:58.473Z,"I don't understand how when you have so many millions, paying your tax becomes an issue, particularly when there's possibility your name will get raked through the mud"
Just retired,"Frinton, United Kingdom",49 minutes ago,0,1215191173,1400946425317153,False,0,2023-11-20T12:17:18.859Z,Well said
Ginge20002,"Blaydon-on-Tyne, United Kingdom",45 minutes ago,1,1215191977,1615028431787752,False,1,2023-11-20T12:21:45.278Z,She's clearly an inherently dishonest human being 
Dispensary,"Conwy, United Kingdom",54 minutes ago,7,1215190383,1452199812881684,False,5,2023-11-20T12:12:40.953Z,Is it tax deductible?  .........................
McDonnell54,"Middlesbrough, United Kingdom",55 minutes ago,17,1215190287,1561189708458551,False,15,2023-11-20T12:12:05.263Z,She's worth HOW MUCH??
Lexi Davis,"Las Vegas, United States",55 minutes ago,30,1215190255,1647282446455661,False,28,2023-11-20T12:11:53.672Z,The common man and woman would've gone to jail. We have no protection
MajorTim,"England, United Kingdom",53 minutes ago,11,1215190501,2730198,False,11,2023-11-20T12:13:25.275Z,What you mean the rich get a different standard of justice? Was it ever any different? Money has always talked when it comes to the law.
Not a User,"London, United Kingdom",55 minutes ago,21,1215190229,1568753243064542,False,19,2023-11-20T12:11:48.107Z,Her hips don't lie but here accounts do.
BoboThompson,"London, United Kingdom",55 minutes ago,14,1215190221,1679137199598962,False,12,2023-11-20T12:11:43.917Z,Beautiful liar.
Stillwaiting2go,"Hartlepool, United Kingdom",55 minutes ago,11,1215190161,1570180998854361,False,9,2023-11-20T12:11:17.693Z,"Anyone else would get Gail too. Money doesn't talk, it snears."
Coral791,"Shropshire, United Kingdom",55 minutes ago,12,1215190145,1440150099084601,False,10,2023-11-20T12:11:12.240Z,Ex husband involved
carolirene,"Walsall, United Kingdom",56 minutes ago,12,1215190125,1587892201266542,False,-2,2023-11-20T12:11:03.809Z,"People like her leave the money side to her accountants, Like most in her industry she relies on them to pay as little as possible. Nothing wrong in that. Ken 
"
reeview,carlisle,37 minutes ago,0,1215193229,5485052,False,0,2023-11-20T12:29:35.708Z,You and I pay every penny of tax due by having it removed at source. The System allows so many escape routes for Big Money with Big Accountants they pay a relative peanuts percentage of earnings and laugh at those who don't.
PrintersBlue,"Little City, Heard Island And McDonald Islands",56 minutes ago,12,1215190117,1617695623779432,False,10,2023-11-20T12:10:59.989Z,"Her hips don't lie, but her tax return does"
Stevie201,"Newcastle, United Kingdom",57 minutes ago,21,1215189961,1590432579323392,False,19,2023-11-20T12:10:02.024Z,Just like America money buys you justice.
ReCoG,"Englandtown, United Kingdom",57 minutes ago,12,1215189895,1360052262932042,False,8,2023-11-20T12:09:39.022Z,"Who knew she sold so many records. I can't name one but apparently she has released 11 studio albums, five live albums, two compilation albumsand 69 singles."
Briton1937,"Norwich, United Kingdom",55 minutes ago,2,1215190227,3759985,False,2,2023-11-20T12:11:47.814Z,Noise pollution. She should  pay damages .
Issacc hunt,"SOUTHAMPTON, United Kingdom",57 minutes ago,19,1215189893,1632387353053032,False,17,2023-11-20T12:09:38.289Z,So if rich enough you can buy yourself out of prison time. Seems fair doesn't it.
billybowlegs,"the land of milk and honey, United Kingdom",57 minutes ago,24,1215189865,4192759,False,24,2023-11-20T12:09:27.917Z,"money talks,  average joe goes to gaol."
wafflelot,"london, United Kingdom",57 minutes ago,16,1215189823,1455368919561644,False,16,2023-11-20T12:09:18.881Z,Not a lot when you have so much !
Jake Szczur,"Sleaford, United Kingdom",58 minutes ago,25,1215189797,1654339314331401,False,25,2023-11-20T12:09:08.425Z,"As Leona Helmsley infamously said, 'Only the little people pay taxes.'"
Denindan,"Lots of different places, Ã…land Islands",58 minutes ago,17,1215189789,1647275816508182,False,17,2023-11-20T12:09:05.180Z,"I don't understand why this happens with so many. They are already earning lots of money, but then have to push their luck."
Glenner,"Birmingham, United Kingdom",59 minutes ago,35,1215189639,1404620808400563,False,29,2023-11-20T12:08:04.086Z,She should be in prison.  It's where anyone else would be if they stole 15m from the taxman.
Lynn,"Cheshire, United Kingdom",59 minutes ago,27,1215189599,5064762,True,25,2023-11-20T12:07:49.185Z,She can afford it....pay your bills love. 
RRocks,"Rhyl, United Kingdom",59 minutes ago,34,1215189569,1542880245308762,False,28,2023-11-20T12:07:40.533Z,Drained of energy and time ... she really believes she's above it ... these people are the real takers in society. And I thought her kids were young.. if she doesn't want them to see her in court don't take them ... more like she knows she will get a sentence... shame on you
irish deplorable,"roscommon, Ireland",59 minutes ago,22,1215189531,1532030402954122,False,22,2023-11-20T12:07:24.498Z,Now get Bono.
Bryce - a taxpayer,"Southampton, United Kingdom",55 minutes ago,8,1215190143,4326605,False,8,2023-11-20T12:11:11.789Z,AND CAMERON
Jo,London,59 minutes ago,9,1215189517,6108491,False,7,2023-11-20T12:07:16.764Z,Who!
Denindan,"Lots of different places, Ã…land Islands",57 minutes ago,4,1215189829,1647275816508182,False,2,2023-11-20T12:09:20.520Z,Shakira Shakira!
Davethejag,"Stockton On Tees, United Kingdom",59 minutes ago,35,1215189513,2490010,False,29,2023-11-20T12:07:14.369Z,obviously guilty but some laws don't apply to the rich as ever
jayg,"Norwich, United Kingdom",1 hour ago,27,1215189325,1358788460043273,False,23,2023-11-20T12:06:01.101Z,"Just like hips..... account's don't lie.
"
lowerfold,Lancashire,1 hour ago,24,1215189299,6008604,False,24,2023-11-20T12:05:52.527Z,"The hips may not lie, but the mouth certainly does."
Ray waterworth,"Wolverhampton, United Kingdom",1 hour ago,46,1215189247,1443263160779301,False,44,2023-11-20T12:05:33.546Z,Can you imagine one of us peasants trying to dodge our taxes we would be banged up  money talks
DownAndOut,Derby,1 hour ago,38,1215189223,5455607,False,30,2023-11-20T12:05:22.483Z,I'm shocked how she got so rich from a mere handful of hits
ChrispyBacon,"Bristol, United Kingdom",54 minutes ago,2,1215190439,1608022124352551,False,0,2023-11-20T12:12:58.670Z,"Handful of hits in the UK, but she is the best-selling female Latin artist of all time."
St Petersberg,"Kampala, United Kingdom",53 minutes ago,1,1215190483,1625571666412591,False,1,2023-11-20T12:13:16.050Z,She had read Ch men giving her money for something as well.
LPVW21,"London, United Kingdom",1 hour ago,23,1215189201,1630320470166151,False,23,2023-11-20T12:05:15.898Z,Trouble is these stars hardly sit there doing their own tax returns! They employ 'experts' and trust them and agree to whatever thinking those 'trusted' advisors are acting in their best interests... but ultimately buck stops with the individual whose tax it is...
Jag53,"Sheffield, United Kingdom",1 hour ago,15,1215189153,1539689985278651,False,15,2023-11-20T12:04:55.973Z,"It was never going to court ( trial ) money talks, "
City Fan 04,"Manchester, United Kingdom",1 hour ago,23,1215189151,1450166602656723,True,15,2023-11-20T12:04:55.045Z,"She's a common robber nothing more, deserved jail."
r1ck55,"Manchester, United Kingdom",1 hour ago,23,1215189135,2197108,False,21,2023-11-20T12:04:50.746Z,Ultimately her fault but pretty sure her management team and accountants are the ones who messed up.
mickustickius,"Lancs, United Kingdom",1 hour ago,16,1215189097,1664056116858992,False,16,2023-11-20T12:04:36.113Z,"Unlike her hips, her tax return, does lie."
Yorkyram111,"Castleford, United Kingdom",59 minutes ago,0,1215189647,1363259157496633,False,0,2023-11-20T12:08:06.063Z,lol
Diverdil,"South of the shire, United Kingdom",1 hour ago,23,1215189081,6265062,False,21,2023-11-20T12:04:29.832Z,Worth over 300 million and tries to get out of paying her part. Pure greedy
Pulsar,"Podimore, United Kingdom",1 hour ago,24,1215189061,1388612724094172,True,22,2023-11-20T12:04:19.787Z,Why are the rich allowed to evade justice? This is wrong and just breeds contempt for the law. 
TrevH,"UK, United Kingdom",1 hour ago,18,1215189049,5883931,False,16,2023-11-20T12:04:17.441Z,"Innocent... yes of course she is, I mean it was for the children so why would she even want to prove her innocence in a court of law. Do these people actually think we are so gullible and stupid that we actually believe their nonsense and excuses."
RufusWatts7,"York, United Kingdom",1 hour ago,9,1215189033,1574203115109862,False,9,2023-11-20T12:04:12.588Z,But meantime the UK / USA looks into the abyss with ever growing shortfalls in the Treasury/ Federal Reserve  coffers. Will any entrepreneur want to set up a business in the UK. / US.  Taxpayers pay tax all their life and then you are taxed over again with a whopping 40 percent inheritance tax for your children. Why would anyone even aspire to have wealth or be successful in business? Might as well burn your cash in an inferno as your children/ future generations will not benefit. Why would entrepreneurs want to be philanthropic at all.
Hugh  Janus,"London, United Kingdom",1 hour ago,17,1215189015,1692236842736952,False,-9,2023-11-20T12:04:06.766Z,These horrible Spanish bullies should be ashamed of themselves.
JoshDaily,"London, United Kingdom",1 hour ago,31,1215188957,1418031676160783,False,29,2023-11-20T12:03:43.841Z,"All these celebs from Ronaldo, Messi, Mourinho to Shakira are tax criminals yet the people continue to support them as they are blind by their cult obsession of celebs "
gardenbug62,"Fort Worth, United States",1 hour ago,12,1215188941,1662478172267301,False,8,2023-11-20T12:03:39.388Z,Worked for Hunter Biden!
Arvel,"City, United Kingdom",1 hour ago,15,1215188853,1670875497495001,False,15,2023-11-20T12:03:07.381Z,"If the taxman offers a way out by paying a lump sum, take it. It will be far cheaper than losing in court and also doing time in jail."
Cecil89,"Dubai , United Kingdom",56 minutes ago,2,1215189991,1575053011688611,False,2,2023-11-20T12:10:15.529Z,"Absolutely, once the investigation starts, the outcome will be that you owe something plus their investigations will take years and external legal counsel fees will add up..."
Eddie,"Merseyside, United Kingdom",1 hour ago,34,1215188801,4189367,False,34,2023-11-20T12:02:50.225Z,So being wealthy helps you avoid jail 
chas,"northants, United Kingdom",1 hour ago,29,1215188725,4708432,False,27,2023-11-20T12:02:26.152Z,I would love to have a 15 million tax bill..
knowwhatImeanlike,"Belfast, United Kingdom",1 hour ago,32,1215188689,6306908,False,30,2023-11-20T12:02:14.677Z,These people only pay their fair share when they are caught.
tommy,"kernow, United Kingdom",1 hour ago,48,1215188533,3761859,False,36,2023-11-20T12:01:10.692Z,If your innocent YOU GO TO TRIAL 
Yesname,"Allover, Heard Island And McDonald Islands",1 hour ago,39,1215188511,1695596676755751,False,39,2023-11-20T12:01:02.747Z,"Cool she can avoid prison. Just a thought though, if you are wealthy you get to avoid jail that those with less can't. If it is income related then fair enough but I suspect the only income relation here is high income. So if poor and cheat on taxes you're jailed and probably you cheat because you're poor. Yeah seems a very fair system.... For the few!"
MadetoMoan,"Bedford, United Kingdom",1 hour ago,53,1215188493,1562410236176121,False,45,2023-11-20T12:00:54.137Z,If it smells like BS it usually is! Why plead guilty when innocent and then use your kid as an excuse? Pathetic!
Scottj9,"London, United Kingdom",1 hour ago,55,1215188483,1624096542025242,False,51,2023-11-20T12:00:49.231Z,Yet again proving that you can buy your way out of prison!
carolirene,"Walsall, United Kingdom",50 minutes ago,4,1215191107,1587892201266542,False,-2,2023-11-20T12:16:59.685Z,She did not kill anyone. She was let down by her accountants they handle the money side regarding taxes. All stars do. Ken 
Vampy jojo,"London, United Kingdom",1 hour ago,15,1215188447,1696009309328472,False,15,2023-11-20T12:00:32.560Z,"The same applies to Brits sharing their time between the UK and spain. You are only allowed to spend a certain amount to time in Spain, a single hour or minute over that time and you are classed as a resident which also means you pay the full resident tax. "
carolirene,"Walsall, United Kingdom",49 minutes ago,1,1215191263,1587892201266542,False,1,2023-11-20T12:17:50.627Z,Just as it should be. Ken 
matt,rossendale,1 hour ago,39,1215178487,6334876,False,33,2023-11-20T12:00:20.790Z,Using her kids as an excuse for paying what she owes. Thats low!
carolirene,"Walsall, United Kingdom",47 minutes ago,1,1215191561,1587892201266542,False,1,2023-11-20T12:19:28.059Z,It is a very good reason in my view Children before money every day Ken 
justfedup49,"Farnborough, United Kingdom",1 hour ago,22,1215168027,1693650057864711,False,22,2023-11-20T12:00:18.534Z,Mmmmm I smell BS
Madtwatter,"Nova Scotia, Canada",1 hour ago,20,1215166479,6143158,False,20,2023-11-20T12:00:18.367Z,"Her hips might not lie, but..."
Ume,"Oxford, United Kingdom",1 hour ago,22,1215156475,1390199230639782,False,14,2023-11-20T12:00:16.365Z,"So kind of her, such a good mother, to avoid trial so they are not upset.  LOL!  Being a good mother might include not being involved in tax crimes and being truthful.  Seems there is no limit to the excuses that are available to mothers."
carolirene,"Walsall, United Kingdom",55 minutes ago,0,1215190263,1587892201266542,False,0,2023-11-20T12:11:56.142Z,Her accountants have let her down. Ken 
Constant Rococo,"Secret NAFO Headquarters, Antarctica",1 hour ago,1,1215140115,1685936835875262,False,-1,2023-11-20T12:00:12.810Z,8.5/10 bentley indeed!
lowerfold,Lancashire,1 hour ago,6,1215138433,6008604,False,-2,2023-11-20T12:00:04.306Z,Always knew she was a Tory....
Drayco31,"Leicester, United Kingdom",1 hour ago,22,1215138409,1563980103792802,False,20,2023-11-20T11:59:49.024Z,Pay a fine to avoid jail should NOT be a thing. 
Wineforme.,"UK, United Kingdom",1 hour ago,9,1215138369,1576839504390231,False,9,2023-11-20T11:59:30.789Z,"Andy did something similar, lol. Funny how he refuses to put a foot on USA soil any longer."
Sun of the Waves,"Davey Jones Locker, Ã…land Islands",1 hour ago,23,1215138343,1692822678702712,False,23,2023-11-20T11:59:20.121Z,"I'm innocent I tell you, but ill just pay a 7 million dollar fine to prove it. "
marcusdw,"Wakefield , United Kingdom",1 hour ago,27,1215138293,1552381933164261,False,21,2023-11-20T11:59:01.064Z,A greedy thief. Authorities should have prosecuted her and she serve 3 years.
Selva ,"London, United Kingdom",1 hour ago,36,1215138169,1500999455181167,False,34,2023-11-20T11:58:08.076Z,The richer the greedier
Steinbukk,"london, United Kingdom",1 hour ago,17,1215138111,1540408,False,13,2023-11-20T11:57:50.375Z,Has she had more than one Hit single....how come she is soo rich?
